pmid	full_title	journal	pub_count	date	tweet_title	status_hash	posted	score
					The Potential of Isolation Source to Predict Colonization in Avian Hosts: A Case Study in Campylobacter jejuni Strains From Three Bird Species.	thepotentialofisolationsourcetopredictcolonizationinavianhostsacasestudyincylobacterjejunistrainsfromthreebirdspecies	True	0
					Estimation of universal and taxon-specific parameters of prokaryotic genome evolution.	estimationofuniversalandtaxonspecificparametersofprokaryoticgenomeevolution	True	0
					Impact of sequencing depth on the characterization of the microbiome and resistome.	impactofsequencingdepthonthecharacterizationofthemicrobiomeandresistome	True	0
					A world without bacterial meningitis: how genomic epidemiology can inform vaccination strategy.	aworldwithoutbacterialmeningitishowgenomicepidemiologycaninformvaccinationstrategy	True	0
					The Applied Development of a Tiered Multilocus Sequence Typing (MLST) Scheme for Dichelobacter nodosus.	theapplieddevelopmentofatieredmultilocussequencetypingmlstschemefordichelobacternodosus	True	0
					Pasture Feeding Changes the Bovine Rumen and Milk Metabolome.	pasturefeedingchangesthebovinerumenandmilkmetabolome	True	0
					A New Brief Measure of Executive Function: Adapting the Head-Toes-Knees-Shoulders Task to Older Adults.	anewbriefmeasureofexecutivefunctionadaptingtheheadtoeskneesshoulderstasktoolderadults	True	0
					Molecular basis for the folding of -helical autotransporter passenger domains.	molecularbasisforthefoldingofhelicalautotransporterpassengerdomains	True	0
					Genomic epidemiology of the UK outbreak of the emerging human fungal pathogen Candida auris.	genomicepidemiologyoftheukoutbreakoftheemerginghumanfungalpathogencandidaauris	True	0
					Prediction of Phenotypic Antimicrobial Resistance Profiles From Whole Genome Sequences of Non-typhoidal Salmonella enterica.	predictionofphenotypicantimicrobialresistanceprofilesfromwholegenomesequencesofnontyphoidalsalmonellaenterica	True	0
					Ceftriaxone-resistant Salmonella Typhi carries an IncI1-ST31 plasmid encoding CTX-M-15.	ceftriaxoneresistantsalmonellatyphicarriesaninci1st31plasmidencodingctxm15	True	0
					Vast diversity of prokaryotic virus genomes encoding double jelly-roll major capsid proteins uncovered by genomic and metagenomic sequence analysis.	vastdiversityofprokaryoticvirusgenomesencodingdoublejellyrollmajorcapsidproteinsuncoveredbygenomicandmetagenomicsequenceanalysis	True	0
					Genomic analysis of oral Campylobacter concisus strains identified a potential bacterial molecular marker associated with active Crohn's disease.	genomicanalysisoforalcylobacterconcisusstrainsidentifiedapotentialbacterialmolecularmarkerassociatedwithactivecrohnsdisease	True	0
					Taxonomy of the order Mononegavirales: update 2018.	taxonomyoftheordermononegaviralesupdate2018	True	0
					Hospitalized Premature Infants Are Colonized by Related Bacterial Strains with Distinct Proteomic Profiles.	hospitalizedprematureinfantsarecolonizedbyrelatedbacterialstrainswithdistinctproteomicprofiles	True	0
					GraftM: a tool for scalable, phylogenetically informed classification of genes within metagenomes.	graftmatoolforscalablephylogeneticallyinformedclassificationofgeneswithinmetagenomes	True	0
					Kaptive Web: user-friendly capsule and lipopolysaccharide serotype prediction for Klebsiella genomes.	kaptivewebuserfriendlycapsuleandlipopolysaccharideserotypepredictionforklebsiellagenomes	True	0
					ST273 carbapenem-resistant Klebsiella pneumoniae carrying blaNDM-1 and blaIMP-4.	st273carbapenemresistantklebsiellapneumoniaecarryingblandm1andblaimp4	True	0
					Defining and Evaluating a Core Genome Multilocus Sequence Typing Scheme for Genome-Wide Typing of Clostridium difficile.	definingandevaluatingacoregenomemultilocussequencetypingschemeforgenomewidetypingofclostridiumdifficile	True	0
					Ortervirales: A new viral order unifying five families of reverse-transcribing viruses.	orterviralesanewviralorderunifyingfivefamiliesofreversetranscribingviruses	True	0
					The evolutionary history of vertebrate RNA viruses.	theevolutionaryhistoryofvertebraternaviruses	True	0
					Cas13d Is a Compact RNA-Targeting Type VI CRISPR Effector Positively Modulated by a WYL-Domain-Containing Accessor	cas13disacompactrnatargetingtypevicrispreffectorpositivelymodulatedbyawyldomaincontainingaccessor	True	0
					The global distribution and spread of the mobilized colistin resistance gene mcr-1.	theglobaldistributionandspreadofthemobilizedcolistinresistancegenemcr1	True	0
					High-throughput detection of RNA processing in bacteria.	highthroughputdetectionofrnaprocessinginbacteria	True	0
					AllSome Sequence Bloom Trees.	allsomesequencebloomtrees	True	0
					Are commercial providers a viable option for clinical bacterial sequencing?	arecommercialprovidersaviableoptionforclinicalbacterialsequencing	True	0
					Kaptive Web: user-friendly capsule and lipopolysaccharide serotype prediction for &lt;i&gt;Klebsiella&lt;/i&gt; genomes.	kaptivewebuserfriendlycapsuleandlipopolysaccharideserotypepredictionforltigtklebsiellaltigtgenomes	True	0
					Defining and Evaluating a Core Genome Multilocus Sequence Typing Scheme for Genome-Wide Typing of &lt;i&gt;Clostrid	definingandevaluatingacoregenomemultilocussequencetypingschemeforgenomewidetypingofltigtclostrid	True	0
					ST273 carbapenem-resistant &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt; carrying &lt;i&gt;bla&lt;/i&gt;&lt;sub&gt;NDM-1&lt;/sub&gt; and &lt;i&gt;bla&lt;/i&gt;&lt;su	st273carbapenemresistantltigtklebsiellapneumoniaeltigtcarryingltigtblaltigtltsubgtndm1ltsubgtandltigtblaltigtltsu	True	0
					A genomic overview of the population structure of Salmonella.	agenomicoverviewofthepopulationstructureofsalmonella	True	0
					&lt;i&gt;Ortervirales&lt;/i&gt;: A new viral order unifying five families of reverse-transcribing viruses.	ltigtorterviralesltigtanewviralorderunifyingfivefamiliesofreversetranscribingviruses	True	0
					Westward Spread of Highly Pathogenic Avian Influenza A(H7N9) Virus among Humans, China.	westwardspreadofhighlypathogenicavianinfluenzaah7n9virusamonghumanschina	True	0
					Demystifying the marine-terrestrial biodiversity gradient: response to Vermeij etal.	demystifyingthemarineterrestrialbiodiversitygradientresponsetovermeijetal	True	0
					The domains of death: evolution of the apoptosis machinery.	thedomainsofdeathevolutionoftheapoptosismachinery	True	0
					Genome-wide annotation of microRNA primary transcript structures reveals novel regulatory mechanisms.	genomewideannotationofmicrornaprimarytranscriptstructuresrevealsnovelregulatorymechanisms	True	0
					How Should Genes and Taxa be Sampled for Phylogenomic Analyses with Missing Data? An Empirical Study in Iguanian L	howshouldgenesandtaxabesledforphylogenomicanalyseswithmissingdataanempiricalstudyiniguanianl	True	0
					Reconstructing the genomic architecture of ancestral mammals: lessons from human, mouse, and rat genomes.	reconstructingthegenomicarchitectureofancestralmammalslessonsfromhumanmouseandratgenomes	True	0
					Discovery and Biosynthesis of Gladiolin: A Burkholderia gladioli Antibiotic with Promising Activity against Mycoba	discoveryandbiosynthesisofgladiolinaburkholderiagladioliantibioticwithpromisingactivityagainstmycoba	True	0
					Advances in bacterial transcriptome and transposon insertion-site profiling using second-generation sequencing.	advancesinbacterialtranscriptomeandtransposoninsertionsiteprofilingusingsecondgenerationsequencing	True	0
					The Use of Plasmapheresis in Patients with Bronchiectasis with Pseudomonas aeruginosa Infection and Inhibitory Ant	theuseofplasmapheresisinpatientswithbronchiectasiswithpseudomonasaeruginosainfectionandinhibitoryant	True	0
					Quantum Chemical Simulation of Carbon Nanotube Nucleation on Al2O3 Catalysts via CH4 Chemical Vapor Deposition.	quantumchemicalsimulationofcarbonnanotubenucleationonal2o3catalystsviach4chemicalvapordeposition	True	0
					An antibiotic-altered microbiota provides fuel for the enteric foe.	anantibioticalteredmicrobiotaprovidesfuelfortheentericfoe	True	0
					Surface chemistry controls crystallinity of ZnS nanoparticles.	surfacechemistrycontrolscrystallinityofznsnanoparticles	True	0
					Crystallization controlled by the geometry of a surface.	crystallizationcontrolledbythegeometryofasurface	True	0
					Genomics of the Bacillus cereus group of organisms.	genomicsofthebacilluscereusgroupoforganisms	True	0
					Modeling the dynamic relationship between HIV and the risk of drug-resistant tuberculosis.	modelingthedynamicrelationshipbetweenhivandtheriskofdrugresistanttuberculosis	True	0
					Recombination and the population structures of bacterial pathogens.	recombinationandthepopulationstructuresofbacterialpathogens	True	0
					Genome alignment, evolution of prokaryotic genome organization, and prediction of gene function using genomic cont	genomealignmentevolutionofprokaryoticgenomeorganizationandpredictionofgenefunctionusinggenomiccont	True	0
					Probing the structural determinants of type II' beta-turn formation in peptides and proteins.	probingthestructuraldeterminantsoftypeiibetaturnformationinpeptidesandproteins	True	0
					Essential genes are more evolutionarily conserved than are nonessential genes in bacteria.	essentialgenesaremoreevolutionarilyconservedthanarenonessentialgenesinbacteria	True	0
					The fecal microbiota of irritable bowel syndrome patients differs significantly from that of healthy subjects.	thefecalmicrobiotaofirritablebowelsyndromepatientsdifferssignificantlyfromthatofhealthysubjects	True	0
					Effects of antibiotics on human microbiota and subsequent disease.	effectsofantibioticsonhumanmicrobiotaandsubsequentdisease	True	0
					An appraisal of the potential for illegitimate recombination in bacterial genomes and its consequences: from dupli	anappraisalofthepotentialforillegitimaterecombinationinbacterialgenomesanditsconsequencesfromdupli	True	0
					Genome specialization and decay of the strangles pathogen, Streptococcus equi, is driven by persistent infection.	genomespecializationanddecayofthestranglespathogenstreptococcusequiisdrivenbypersistentinfection	True	0
					Hydrogen-bond-mediated photoinduced electron-transfer: novel dimethylaniline-anthracene ensembles formed via Watso	hydrogenbondmediatedphotoinducedelectrontransfernoveldimethylanilineanthraceneensemblesformedviawatso	True	0
					Evaluating the mitochondrial timescale of human evolution.	evaluatingthemitochondrialtimescaleofhumanevolution	True	0
					QM/MD simulation of SWNT nucleation on transition-metal carbide nanoparticles.	qmmdsimulationofswntnucleationontransitionmetalcarbidenanoparticles	True	0
					Template effect in the competition between Haeckelite and graphene growth on Ni(111): quantum chemical molecular d	templateeffectinthecompetitionbetweenhaeckeliteandgraphenegrowthonni111quantumchemicalmoleculard	True	0
					Computational gene prediction using multiple sources of evidence.	computationalgenepredictionusingmultiplesourcesofevidence	True	0
					Regulation and function of Ag43 (flu).	regulationandfunctionofag43flu	True	0
					Endolithic microbial ecosystems.	endolithicmicrobialecosystems	True	0
					Automated DNA sequence-based early warning system for the detection of methicillin-resistant Staphylococcus aureus	automateddnasequencebasedearlywarningsystemforthedetectionofmethicillinresistantstaphylococcusaureus	True	0
					Population biology of Gram-positive pathogens: high-risk clones for dissemination of antibiotic resistance.	populationbiologyofgrampositivepathogenshighriskclonesfordisseminationofantibioticresistance	True	0
					Assembling puzzles from preassembled blocks.	assemblingpuzzlesfrompreassembledblocks	True	0
					Distances that perfectly mislead.	distancesthatperfectlymislead	True	0
					Software for automated analysis of DNA fingerprinting gels.	softwareforautomatedanalysisofdnafingerprintinggels	True	0
					Gene loss, protein sequence divergence, gene dispensability, expression level, and interactivity are correlated in	genelossproteinsequencedivergencegenedispensabilityexpressionlevelandinteractivityarecorrelatedin	True	0
					Resolving the structural features of genomic islands: a machine learning approach.	resolvingthestructuralfeaturesofgenomicislandsamachinelearningapproach	True	0
					Comparative cell wall core biosynthesis in the mycolated pathogens, Mycobacterium tuberculosis and Corynebacterium	comparativecellwallcorebiosynthesisinthemycolatedpathogensmycobacteriumtuberculosisandcorynebacterium	True	0
